"time","error_m1","error_m2","error_m3","error_m4","external_err"
9,6.67946816646198,0.759970341564792,6.28797490833549,0.80266177361182,0.25
10,7.11418543886983,0.811337127336852,6.81004122067299,0.859601277840613,0.25
11,7.58179565759532,0.867781981274974,7.34197489501457,0.917155978894306,0.25
12,8.04830582158859,0.925531327874121,7.77319696144811,0.964806325722955,0.25
13,8.42954819973681,0.973907533860684,8.16278265214495,1.00693220817019,0.25
14,8.76264023983479,1.01704056920926,8.37035269188716,1.04737032095329,0.25
15,9.07876271877665,1.05862444659635,8.72029103987004,1.08897683813588,0.25
16,9.39990546050003,1.10136851821951,9.11671025007507,1.1391030557127,0.25
17,9.78138482275431,1.15244886364004,9.46190613542432,1.19277934095292,0.25
18,10.1831600725615,1.20629023616773,9.85937497984222,1.2363724000578,0.25
19,10.5043445335465,1.24906385266586,10.2257934789157,1.28377197519661,0.25
20,10.8473769338067,1.29424255547775,10.5299908726968,1.32090437089496,0.25
21,11.1128006200088,1.32860562594077,10.8132037592421,1.3486412757581,0.25
22,11.3082192859041,1.35330937843402,10.8591907590956,1.35601450270694,0.25
23,11.3602415722609,1.35912898910138,10.8478231748763,1.34804759389227,0.25
24,11.3046050635422,1.3509736716526,10.8021578127041,1.33806810209223,0.25
25,11.2345722404952,1.34099227330004,10.6807422664169,1.32806810209224,0.25
26,11.1641141831104,1.33099227330004,10.6682961711347,1.31806810209223,0.25
27,11.0933770234525,1.32099227330004,10.5606626811607,1.30806810209223,0.25
28,11.0223625299468,1.31099227330004,10.4708210120896,1.29806810209223,0.25
29,10.9510724779519,1.30099227330004,10.4501862442396,1.28806810209223,0.25
30,10.8795086497154,1.29099227330004,10.3475043339541,1.27806810209223,0.25
1,2.68988638452479,0.298251195985731,2.24101017376262,0.356082149729862,0.3
2,3.27637130498716,0.36558388378347,2.88383613790831,0.419129701372006,0.3
3,3.83259915288431,0.43012114067088,3.54557463127097,0.486443040787843,0.3
4,4.4221712525073,0.498680816979774,4.19547246503503,0.558842244410111,0.3
5,5.05065844432031,0.571536237131011,4.90337285877333,0.631740951943722,0.3
6,5.67688666091749,0.643870193333911,5.38083164650969,0.690779963944454,0.3
7,6.17855238035508,0.701841577875714,5.90308178335161,0.749793884215268,0.3
